Movie_Title,YR_Released,Rating,Num_Reviews,Movie_ID,Record,Runtime
Blade Runner,1982,8.2,500123,tt0083658,Top 250 Movies,117
Howl's Moving Castle,2004,8.2,237082,tt0347149,Top 250 Movies,119
La La Land,2016,8.2,280648,tt3783958,Top 250 Movies,128
Incendies,2010,8.2,94553,tt1255953,Top 250 Movies,131
Judgment at Nuremberg,1961,8.2,49522,tt0055031,Top 250 Movies,186
The Seventh Seal,1957,8.2,121667,tt0050976,Top 250 Movies,96
"Lock, Stock and Two Smoking Barrels",1998,8.2,443715,tt0120735,Top 250 Movies,107
Mr. Smith Goes to Washington,1939,8.2,83360,tt0031679,Top 250 Movies,129
Casino,1995,8.2,361435,tt0112641,Top 250 Movies,178
A Beautiful Mind,2001,8.2,668623,tt0268978,Top 250 Movies,135
Logan,2017,8.2,333676,tt3315342,Top 250 Movies,137
The Elephant Man,1980,8.1,175151,tt0080678,Top 250 Movies,124
Andrei Rublev,1966,8.1,27019,tt0060107,Top 250 Movies,205
Wild Strawberries,1957,8.1,68867,tt0050986,Top 250 Movies,91
V for Vendetta,2005,8.1,854041,tt0434409,Top 250 Movies,132
The General,1926,8.1,58514,tt0017925,Top 250 Movies,67
The Wolf of Wall Street,2013,8.1,875751,tt0993846,Top 250 Movies,180
Warrior,2011,8.1,359095,tt1291584,Top 250 Movies,140
The Bandit,1996,8.1,41802,tt0116231,Top 250 Movies,128
Trainspotting,1996,8.1,521571,tt0117951,Top 250 Movies,94
Sunrise,1927,8.1,32898,tt0018455,Top 250 Movies,94
Dial M for Murder,1954,8.1,117304,tt0046912,Top 250 Movies,105
Gran Torino,2008,8.1,600830,tt1205489,Top 250 Movies,116
The Deer Hunter,1978,8.1,250410,tt0077416,Top 250 Movies,183
Hacksaw Ridge,2016,8.1,232210,tt2119532,Top 250 Movies,139
Gone with the Wind,1939,8.1,231809,tt0031381,Top 250 Movies,238
Fargo,1996,8.1,492443,tt0116282,Top 250 Movies,98
The Big Lebowski,1998,8.1,582853,tt0118715,Top 250 Movies,117
The Sixth Sense,1999,8.1,754960,tt0167404,Top 250 Movies,107
The Thing,1982,8.1,282114,tt0084787,Top 250 Movies,109
Finding Nemo,2003,8.1,758589,tt0266543,Top 250 Movies,100
Tokyo Story,1953,8.1,31525,tt0046438,Top 250 Movies,136
No Country for Old Men,2007,8.1,667072,tt0477348,Top 250 Movies,122
Rang De Basanti,2006,8.1,81926,tt0405508,Top 250 Movies,157
The Passion of Joan of Arc,1928,8.1,29550,tt0019254,Top 250 Movies,114
Cool Hand Luke,1967,8.1,128608,tt0061512,Top 250 Movies,126
Rebecca,1940,8.1,94628,tt0032976,Top 250 Movies,130
A Wednesday,2008,8.1,52485,tt1280558,Top 250 Movies,104
There Will Be Blood,2007,8.1,404931,tt0469494,Top 250 Movies,158
How to Train Your Dragon,2010,8.1,529325,tt0892769,Top 250 Movies,98
Kill Bill: Vol. 1,2003,8.1,793769,tt0266697,Top 250 Movies,111
Come and See,1985,8.1,30786,tt0091251,Top 250 Movies,142
Mary and Max,2009,8.1,130331,tt0978762,Top 250 Movies,92
Gone Girl,2014,8.1,644810,tt2267998,Top 250 Movies,149
Into the Wild,2007,8.1,463724,tt0758758,Top 250 Movies,148
It Happened One Night,1934,8.1,71040,tt0025316,Top 250 Movies,105
Shutter Island,2010,8.1,865451,tt1130884,Top 250 Movies,138
Life of Brian,1979,8.1,292152,tt0079470,Top 250 Movies,94
Platoon,1986,8.1,312743,tt0091763,Top 250 Movies,120
Relatos salvajes,2014,8.1,112915,tt3011894,Top 250 Movies,122
Hotel Rwanda,2004,8.1,282803,tt0395169,Top 250 Movies,121
Rush,2013,8.1,343470,tt1979320,Top 250 Movies,123
The Wages of Fear,1953,8.1,38738,tt0046268,Top 250 Movies,131
Network,1976,8.1,112569,tt0074958,Top 250 Movies,121
In the Name of the Father,1993,8.1,120514,tt0107207,Top 250 Movies,133
Stand by Me,1986,8.1,293128,tt0092005,Top 250 Movies,89
The 400 Blows,1959,8.1,76789,tt0053198,Top 250 Movies,99
Ben-Hur,1959,8.1,175529,tt0052618,Top 250 Movies,212
The Grand Budapest Hotel,2014,8.1,537620,tt2278388,Top 250 Movies,99
Spotlight,2015,8.1,275223,tt1895587,Top 250 Movies,128
Mad Max: Fury Road,2015,8.1,643317,tt1392190,Top 250 Movies,120
12 Years a Slave,2013,8.1,492419,tt2024544,Top 250 Movies,134
Persona,1966,8.1,68987,tt0060827,Top 250 Movies,83
Million Dollar Baby,2004,8.1,520514,tt0405159,Top 250 Movies,132
Butch Cassidy and the Sundance Kid,1969,8.1,164052,tt0064115,Top 250 Movies,110
Jurassic Park,1993,8.1,672562,tt0107290,Top 250 Movies,127
Memories of Murder,2003,8.1,77660,tt0353969,Top 250 Movies,132
Amores Perros,2000,8.1,185221,tt0245712,Top 250 Movies,154
The Maltese Falcon,1941,8.1,122229,tt0033870,Top 250 Movies,100
Munna Bhai M.B.B.S.,2003,8.1,52544,tt0374887,Top 250 Movies,156
Stalker,1979,8.1,76707,tt0079944,Top 250 Movies,163
The Truman Show,1998,8.1,727241,tt0120382,Top 250 Movies,103
The Nights of Cabiria,1957,8.1,29373,tt0050783,Top 250 Movies,110
The Princess Bride,1987,8.1,316058,tt0093779,Top 250 Movies,98
Hachi: A Dog's Tale,2009,8.1,180654,tt1028532,Top 250 Movies,93
Nausicaä of the Valley of the Wind,1984,8.1,106541,tt0087544,Top 250 Movies,117
Before Sunrise,1995,8,202637,tt0112471,Top 250 Movies,101
Star Wars: Episode VII - The Force Awakens,2015,8,671338,tt2488496,Top 250 Movies,136
Sholay,1975,8,39435,tt0073707,Top 250 Movies,162
The Grapes of Wrath,1940,8,68455,tt0032551,Top 250 Movies,129
Harry Potter and the Deathly Hallows: Part 2,2011,8,597151,tt1201607,Top 250 Movies,130
Rocky,1976,8,410553,tt0075148,Top 250 Movies,120
Prisoners,2013,8,437471,tt1392214,Top 250 Movies,153
Touch of Evil,1958,8,78497,tt0052311,Top 250 Movies,95
Gandhi,1982,8,184691,tt0083987,Top 250 Movies,191
Diabolique,1955,8,46021,tt0046911,Top 250 Movies,117
Annie Hall,1977,8,209863,tt0075686,Top 250 Movies,93
Catch Me If You Can,2002,8,595613,tt0264464,Top 250 Movies,141
Donnie Darko,2001,8,625616,tt0246578,Top 250 Movies,113
"Monsters, Inc.",2001,8,640671,tt0198781,Top 250 Movies,92
Hera Pheri,2000,8,40006,tt0242519,Top 250 Movies,156
The Bourne Ultimatum,2007,8,529942,tt0440963,Top 250 Movies,115
The Terminator,1984,8,646930,tt0088247,Top 250 Movies,107
8½,1963,8,85177,tt0056801,Top 250 Movies,138
The Wizard of Oz,1939,8,312709,tt0032138,Top 250 Movies,102
Barry Lyndon,1975,8,110612,tt0072684,Top 250 Movies,184
Groundhog Day,1993,8,475438,tt0107048,Top 250 Movies,101
La Haine,1995,8,113209,tt0113247,Top 250 Movies,98
Twelve Monkeys,1995,8,493672,tt0114746,Top 250 Movies,129
Jaws,1975,8,446905,tt0073195,Top 250 Movies,124
Infernal Affairs,2002,8,98612,tt0338564,Top 250 Movies,101
The Best Years of Our Lives,1946,8,43688,tt0036868,Top 250 Movies,170
Gangs of Wasseypur,2012,8,54250,tt1954470,Top 250 Movies,320
The Help,2011,8,345567,tt1454029,Top 250 Movies,146
Beauty and the Beast,1991,8,337665,tt0101414,Top 250 Movies,84
Dog Day Afternoon,1975,8,195760,tt0072890,Top 250 Movies,125
The Battle of Algiers,1966,8,41317,tt0058946,Top 250 Movies,121
In the Mood for Love,2000,8,84318,tt0118694,Top 250 Movies,98
Pirates of the Caribbean: The Curse of the Black Pearl,2003,8,872441,tt0325980,Top 250 Movies,143
What Ever Happened to Baby Jane?,1962,8,37906,tt0056687,Top 250 Movies,134
"Paris, Texas",1984,8,55587,tt0087884,Top 250 Movies,145
Drishyam,2015,8,40777,tt4430212,Top 250 Movies,163
PK,2014,8,106375,tt2338151,Top 250 Movies,153
